"country","year","launched","foiled","all","population","percentagemuslims","refugees","gdpcap","unemployment","cpi","socialspend","securityspend","troops_in_mw","rwattacks","all_poisson","launched_poisson","nb_all","nb_launched","left_right"
"Switzerland",2000,0,0,0,7184250,4.475245038,57653,73749.9388,2.665999889,93.458099,13.875,1.464217895,189,0,0,0,0,0,5.060775
"Switzerland",2001,0,0,0,7229854,4.587859504,58494,74439.4636,2.49000001,94.382423,14.184,1.504871781,210,1,1,0,0,0,5.060775
"Switzerland",2002,0,0,0,7284753,4.700473969,54113,73824.38488,2.924000025,94.989021,15.056,1.579390321,160,0,0,0,6,0,5.060775
"Switzerland",2003,0,0,0,7339001,4.813088434,50144,73254.95291,4.116000175,95.595337,15.946,1.639407836,2,0,0,0,0,0,5.060775
"Switzerland",2004,0,0,0,7389625,4.9257029,47678,74718.68361,4.315999985,96.362846,15.852,1.603890552,4,0,0,0,0,0,5.060775
"Switzerland",2005,0,0,0,7437115,5.038317365,48030,76282.98396,4.436999798,97.49218,15.622,1.572110485,4,0,0,0,0,0,5.060775
"Switzerland",2006,0,0,0,7483934,5.15093183,48523,78893.80774,4,98.525131,14.697,1.508714806,35,0,0,0,0,0,5.060775
"Switzerland",2007,0,0,0,7551117,5.263546295,45653,81254.17005,3.65199995,99.246674,14.085,1.471173812,29,0,0,0,0,0,4.2952
"Switzerland",2008,0,0,0,7647675,5.376160761,46132,82481.06804,3.349999905,101.6544,13.818,1.470140388,28,0,1,0,0,0,5.52862
"Switzerland",2009,0,0,0,7743831,5.488775226,46203,79585.52159,4.116000175,101.166,15.256,1.557592335,25,0,1,1,0,0,5.52862
"Switzerland",2010,0,0,0,7824909,5.601389691,48813,81315.42286,4.80700016,101.8623,15.061,1.551085075,25,0,0,0,0,0,5.52862
"Switzerland",2011,0,0,0,7912398,5.714004157,50416,81874.33619,4.407999992,102.0979,14.928,1.602712579,20,0,0,0,0,0,5.52862
"Switzerland",2012,0,0,0,7996861,5.826618622,50747,81964.88642,4.485000134,101.3909,15.287,1.612465225,20,0,0,0,0,0,5.52862
"Switzerland",2013,0,0,0,8089346,5.939233087,52464,82479.92154,4.747000217,101.1705,15.439,1.659975312,20,0,0,0,0,0,5.52862
"Switzerland",2014,0,0,0,8188649,6.051847553,62620,83394.37114,4.826000214,101.1571,15.502,1.666218921,20,0,0,0,0,0,5.52862
"Switzerland",2015,0,0,0,8282396,6.164462018,73336,83806.4476,4.801000118,100,15.885,1.691597448,21,0,0,0,3,0,5.060775
"Switzerland",2016,0,0,0,8373338,6.223300748,82681,84611.09985,4.918000221,99.565392,15.907,1.683603518,23,0,1,0,0,0,5.060775
"Switzerland",2017,0,0,0,8451840,6.282139477,92995,84967.58855,4.796999931,100.0969,16.124001,1.699740607,28,0,1,0,0,0,5.060775
"Switzerland",2018,0,0,0,8513227,6.340978207,104037,86756.60213,4.712999821,101.0341,16.023001,1.700230671,27,0,0,0,1,0,5.060775
"Switzerland",2019,0,0,0,8575280,6.4004891035,110162,87123.66044,4.39,101.4007,16.145,1.665174573,41,0,1,0,0,0,5.060775
"Switzerland",2020,1,0,1,8638167,6.46,115798,84434.77849,4.82,100.6647,19.315,1.739672617,38,0,0,0,0,0,5.060775
"Switzerland",2021,0,0,0,8703405,6.632289908,118829,87339.75975,5.1,101.2504,18.03,1.672672015,39,0,1,0,0,0,5.060775
"UK",1994,0,0,0,57865745,3.079112555,85160,33013.31111,9.649999619,64.900002,17.76,1.749904588,5208,2,0,0,1,0,5.060775
"UK",1995,0,0,0,58019030,3.159851862,90909,33759.67064,8.694000244,66.599998,16.716999,1.83118041,12980,0,0,0,0,0,5.060775
"UK",1996,0,0,0,58166950,3.240591169,98577,34316.21971,8.192000389,68.5,16.521999,1.773280646,11960,1,0,1,0,0,5.060775
"UK",1997,0,0,0,58316954,3.321330477,107933,35776.44633,7.072000027,70,15.806,1.721543446,5280,0,0,0,0,0,4.3562
"UK",1998,0,0,0,58487141,3.402069784,121716,36798.62173,6.203000069,71.300003,16.242001,1.750346757,6910,0,1,0,4,0,4.3562
"UK",1999,0,0,0,58682466,3.482809091,148922,37781.58188,6.043000221,72.599998,16.056,1.888082501,16090,1,0,0,0,0,4.3562
"UK",2000,0,0,0,58892514,3.563548399,186248,39187.58308,5.561999798,73.400002,16.191999,1.973256082,8402,1,0,0,0,0,4.3562
"UK",2001,0,0,0,59119673,3.745230456,233389,39879.20578,4.695000172,74.599998,17.032,2.046900382,9375,1,0,0,0,0,4.3562
"UK",2002,0,1,1,59370479,3.926912513,260687,40413.92315,5.037000179,75.699997,17.125999,2.128168883,6904,1,0,0,0,0,4.3562
"UK",2003,0,2,2,59647577,4.10859457,276522,41482.46171,4.80700016,76.699997,17.882999,2.179925788,16862,0,0,0,0,0,4.3562
"UK",2004,0,2,2,59987905,4.290276627,298844,42214.35342,4.593999863,77.800003,18.379,2.349923644,11882,3,0,0,0,0,4.3562
"UK",2005,2,0,2,60401206,4.471958684,303181,43044.21153,4.75,79.400002,18.337999,2.342162068,11971,1,0,0,0,0,4.3562
"UK",2006,0,1,1,60846820,4.653640741,301556,43652.09467,5.349999905,81.400002,18.239,2.260524787,15254,0,0,0,0,0,4.3562
"UK",2007,1,1,2,61322463,4.835322798,299718,44423.83525,5.262000084,83.300003,18.813999,2.282844277,17816,3,0,0,0,0,4.3562
"UK",2008,2,1,3,61806995,5.017004855,292097,44007.54928,5.614999771,86.199997,20.108,2.32915768,14666,3,0,0,0,0,4.3562
"UK",2009,0,1,1,62276270,5.198686912,269363,41705.93912,7.537000179,87.900002,22.242001,2.519768177,13260,1,0,0,0,0,4.3562
"UK",2010,1,2,3,62766365,5.380368969,238150,42385.86022,7.787000179,90.099998,22.423,2.426452641,9833,2,0,2,4,0,5.8568
"UK",2011,0,2,2,63258810,5.562051026,193510,42504.89635,8.036999702,93.599998,22.16,2.248967336,10394,0,1,0,0,0,5.8568
"UK",2012,0,3,3,63700215,5.743733083,149799,42821.76128,7.885000229,96,22.229,2.194681955,10310,1,1,0,0,0,5.8568
"UK",2013,1,2,3,64128273,5.92541514,126055,43310.02056,7.525000095,98.199997,22.450001,2.044824419,10205,1,1,1,1,0,5.8568
"UK",2014,0,4,4,64602298,6.107097197,117234,44367.853,6.110000134,99.599998,21.858,1.922163909,8416,0,0,0,0,0,5.8568
"UK",2015,1,2,3,65116219,6.288779254,123067,45071.07432,5.301000118,100,21.608999,1.876262458,1876,0,1,0,0,1,7.4261
"UK",2016,1,5,6,65611593,6.403282805,118995,45699.29696,4.813000202,101,21.24,1.803727326,2942,2,0,0,0,0,7.4261
"UK",2017,5,5,10,66058859,6.517786356,121766,46499.01355,4.335000038,103.6,20.753,1.817473561,3309,1,0,0,0,0,7.4261
"UK",2018,1,1,2,66460344,6.632289908,126720,47006.14293,3.996000051,106,20.591,1.81089062,2665,0,0,0,1,0,7.4261
"UK",2019,1,2,3,66836327,6.746144954,133083,47491.59456,3.74,107.8,19.513,1.782296587,3237,1,0,0,3,0,7.4261
"UK",2020,2,1,3,67081234,6.86,132304,42098.60293,4.472,108.9,22.488,2.049019859,3204,0,0,1,0,0,7.4261
"UK",2021,2,1,3,67026300,6.86,137078,45334.157,4.826,111.6,22.1,2.082065115,4163,0,1,0,1,0,7.4261
