"iso2c","year","launched","foiled","all","population","all_poisson","launched_poisson","all_nb","launched_nb"
"SM",2014,0,0,0,32948,0,0,0,0
"SM",2015,0,0,0,33272,0,0,0,0
"SM",2016,0,0,0,33504,1,0,0,0
"ST",1990,0,0,0,119209,0,0,0,0
"ST",1991,0,0,0,121956,0,0,0,0
"ST",1992,0,0,0,124576,0,0,0,0
"ST",1993,0,0,0,127062,0,0,0,0
"ST",1994,0,0,0,129427,0,0,0,0
"ST",1995,0,0,0,131678,0,0,0,0
"ST",1996,0,0,0,133806,0,0,0,0
"ST",1997,0,0,0,135832,0,0,0,0
"ST",1998,0,0,0,137848,0,0,0,0
"ST",1999,0,0,0,139959,0,0,0,0
"ST",2000,0,0,0,142262,0,0,0,0
"ST",2001,0,0,0,144755,0,0,0,0
"ST",2002,0,0,0,147447,0,1,0,0
"ST",2003,0,0,0,150415,1,0,0,0
"ST",2004,0,0,0,153737,0,0,0,0
"ST",2005,0,0,0,157472,0,0,0,0
"ST",2006,0,0,0,161681,0,0,0,0
"ST",2007,0,0,0,166300,0,0,0,0
"ST",2008,0,0,0,171120,0,0,0,0
"ST",2009,0,0,0,175876,0,0,0,0
"ST",2010,0,0,0,180371,1,0,0,0
"ST",2011,0,0,0,184524,0,0,1,0
"ST",2012,0,0,0,188404,0,0,0,0
"ST",2013,0,0,0,192087,0,0,0,0
"ST",2014,0,0,0,195727,0,0,0,0
"ST",2015,0,0,0,199432,0,0,0,0
"ST",2016,0,0,0,203227,1,0,1,0
"SA",1990,0,0,0,16233785,0,0,0,0
"SA",1991,0,0,0,16772694,0,0,0,0
"SA",1992,0,0,0,17282691,0,0,0,0
"SA",1993,0,0,0,17763298,0,1,0,0
"SA",1994,0,0,0,18214470,0,0,0,0
"SA",1995,0,0,0,18638787,0,0,0,0
"SA",1996,0,0,0,19033845,0,0,3,0
"SA",1997,0,0,0,19407142,1,0,0,0
"SA",1998,0,0,0,19783304,0,0,0,0
"SA",1999,0,0,0,20194527,0,0,0,0
"SA",2000,0,0,0,20663843,0,0,0,0
"SA",2001,0,0,0,21202642,0,0,1,0
"SA",2002,0,0,0,21805313,0,0,0,0
"SA",2003,0,2,2,22456649,0,0,0,0
"SA",2004,0,0,0,23132682,0,0,1,0
"SA",2005,0,1,1,23816183,0,0,0,0
"SA",2006,0,0,0,24498310,0,0,0,0
"SA",2007,0,0,0,25184597,0,0,0,0
"SA",2008,0,0,0,25888541,0,0,0,0
"SA",2009,0,0,0,26630303,1,0,0,0
"SA",2010,0,1,1,27421461,0,0,0,0
"SA",2011,0,1,1,28267685,0,0,0,0
"SA",2012,0,0,0,29155187,0,0,0,0
"SA",2013,0,0,0,30052518,0,0,0,0
"SA",2014,0,0,0,30916994,0,0,0,0
"SA",2015,0,0,0,31717667,0,0,0,0
"SA",2016,0,0,0,32442572,0,0,0,0
"SN",1990,0,0,0,7526307,0,0,0,0
"SN",1991,0,0,0,7755496,0,0,0,0
"SN",1992,0,0,0,7990096,0,0,0,0
"SN",1993,0,0,0,8226760,0,0,0,0
"SN",1994,0,0,0,8461068,0,0,0,0
"SN",1995,0,0,0,8690164,0,0,0,0
"SN",1996,0,0,0,8912861,0,0,0,0
"SN",1997,0,0,0,9130877,0,0,0,0
"SN",1998,0,0,0,9347774,0,0,0,0
"SN",1999,0,0,0,9568722,0,0,0,0
"SN",2000,0,0,0,9797734,0,0,0,0
"SN",2001,0,0,0,10036104,0,0,0,0
"SN",2002,0,0,0,10283699,1,0,0,0
"SN",2003,0,0,0,10541467,1,0,0,0
"SN",2004,0,0,0,10810083,0,0,0,0
"SN",2005,0,0,0,11090116,0,0,0,0
"SN",2006,0,0,0,11382268,1,0,0,0
"SN",2007,0,0,0,11687080,0,0,0,0
"SN",2008,0,0,0,12004701,0,0,0,0
"SN",2009,0,0,0,12335084,0,0,0,0
"SN",2010,0,0,0,12678148,0,0,0,0
"SN",2011,0,0,0,13033809,2,1,0,0
"SN",2012,0,0,0,13401991,0,0,0,0
"SN",2013,0,0,0,13782420,0,0,0,0
"SN",2014,0,0,0,14174731,0,0,0,0
"SN",2015,0,0,0,14578459,0,0,0,0
"SN",2016,0,0,0,14993528,1,0,0,0
"RS",1990,0,0,0,7586000,0,0,4,0
"RS",1991,0,0,0,7595636,0,0,0,0
"RS",1992,0,0,0,7646424,0,0,0,0
"RS",1993,0,0,0,7699307,0,0,0,0
"RS",1994,0,0,0,7734639,0,0,0,0
"RS",1995,0,0,0,7625357,0,0,0,0
"RS",1996,0,0,0,7617794,0,0,0,0
"RS",1997,0,0,0,7596501,0,0,0,0
"RS",1998,0,0,0,7567745,0,0,0,0
"RS",1999,0,0,0,7540401,0,0,1,0
"RS",2000,0,0,0,7516346,0,0,0,0
"RS",2001,0,0,0,7503433,0,0,0,0
"RS",2002,0,0,0,7496522,0,0,0,0
"RS",2003,0,0,0,7480591,1,0,0,0
"RS",2004,0,0,0,7463157,0,1,0,0
"RS",2005,0,0,0,7440769,0,0,0,0
"RS",2006,0,0,0,7411569,0,0,0,0
"RS",2007,0,0,0,7381579,0,0,0,0
"RS",2008,0,0,0,7350222,0,0,0,0
"RS",2009,0,0,0,7320807,0,0,0,0
"RS",2010,0,0,0,7291436,0,0,0,0
"RS",2011,0,0,0,7234099,0,0,0,0
"RS",2012,0,0,0,7199077,0,0,0,0
"RS",2013,0,0,0,7164132,0,0,0,0
"RS",2014,0,0,0,7130576,0,0,0,0
"RS",2015,0,0,0,7095383,1,0,0,0
"RS",2016,0,0,0,7058322,0,0,0,0
"SC",1990,0,0,0,69507,0,0,0,0
"SC",1991,0,0,0,70439,0,0,0,0
"SC",1992,0,0,0,70763,0,0,0,0
"SC",1993,0,0,0,72253,1,0,0,0
"SC",1994,0,0,0,74205,0,0,0,0
"SC",1995,0,0,0,75304,0,0,0,0
"SC",1996,0,0,0,76417,0,0,0,0
"SC",1997,0,0,0,77319,0,0,0,0
"SC",1998,0,0,0,78846,0,0,0,0
"SC",1999,0,0,0,80410,0,0,0,0
"SC",2000,0,0,0,81131,0,0,0,0
"SC",2001,0,0,0,81202,0,0,0,0
"SC",2002,0,0,0,83723,0,0,0,0
"SC",2003,0,0,0,82781,0,0,0,0
"SC",2004,0,0,0,82475,0,1,0,0
"SC",2005,0,0,0,82858,0,0,0,0
"SC",2006,0,0,0,84600,0,0,0,0
"SC",2007,0,0,0,85033,0,0,0,0
"SC",2008,0,0,0,86956,0,0,0,0
"SC",2009,0,0,0,87298,0,0,0,0
"SC",2010,0,0,0,89770,0,0,1,0
"SC",2011,0,0,0,87441,0,0,0,0
"SC",2012,0,0,0,88303,1,0,0,0
"SC",2013,0,0,0,89949,0,0,0,0
"SC",2014,0,0,0,91359,0,0,0,0
"SC",2015,0,0,0,93419,0,0,0,0
"SC",2016,0,0,0,94677,0,0,0,0
"SL",1990,0,0,0,4319762,0,0,0,0
"SL",1991,0,0,0,4348660,0,0,2,0
"SL",1992,0,0,0,4347724,0,0,0,0
"SL",1993,0,0,0,4328957,0,0,0,0
"SL",1994,0,0,0,4309775,0,0,0,0
"SL",1995,0,0,0,4303957,0,0,0,0
"SL",1996,0,0,0,4312666,0,0,0,0
"SL",1997,0,0,0,4335301,0,0,0,0
"SL",1998,0,0,0,4381483,0,1,0,0
"SL",1999,0,0,0,4462378,0,0,0,0
"SL",2000,0,0,0,4584571,0,0,0,0
"SL",2001,0,0,0,4754072,0,0,0,0
"SL",2002,0,0,0,4965766,0,0,0,0
"SL",2003,0,0,0,5201070,0,0,0,0
"SL",2004,0,0,0,5433991,0,0,0,0
"SL",2005,0,0,0,5645624,1,0,0,0
"SL",2006,0,0,0,5829237,0,0,0,0
"SL",2007,0,0,0,5989633,0,0,0,0
"SL",2008,0,0,0,6133603,0,0,0,0
"SL",2009,0,0,0,6272734,0,0,0,0
"SL",2010,0,0,0,6415634,0,0,0,0
"SL",2011,0,0,0,6563240,0,1,0,0
"SL",2012,0,0,0,6712581,0,0,0,0
"SL",2013,0,0,0,6863980,0,1,0,0
"SL",2014,0,0,0,7017144,0,0,0,0
"SL",2015,0,0,0,7171914,0,0,0,0
"SL",2016,0,0,0,7328838,0,0,0,0
"SG",1990,0,0,0,3047132,0,0,0,0
"SG",1991,0,0,0,3135083,0,0,0,0
"SG",1992,0,0,0,3230698,0,0,0,0
"SG",1993,0,0,0,3313471,0,0,0,0
"SG",1994,0,0,0,3419048,0,0,0,0
"SG",1995,0,0,0,3524506,0,0,0,0
"SG",1996,0,0,0,3670704,0,0,0,0
"SG",1997,0,0,0,3796038,0,0,3,0
"SG",1998,0,0,0,3927213,0,0,0,0
"SG",1999,0,0,0,3958723,0,0,0,0
"SG",2000,0,0,0,4027887,0,0,0,0
"SG",2001,0,0,0,4138012,0,0,0,0
"SG",2002,0,0,0,4175950,0,0,0,0
"SG",2003,0,0,0,4114826,0,0,0,0
"SG",2004,0,0,0,4166664,0,0,0,0
"SG",2005,0,0,0,4265762,0,0,0,0
"SG",2006,0,0,0,4401365,0,0,0,0
"SG",2007,0,0,0,4588599,0,0,0,0
"SG",2008,0,0,0,4839396,0,0,0,0
"SG",2009,0,0,0,4987573,0,0,0,0
"SG",2010,0,0,0,5076732,0,0,0,0
"SG",2011,0,0,0,5183688,0,0,0,0
"SG",2012,0,0,0,5312437,0,0,0,0
"SG",2013,0,0,0,5399162,0,0,0,0
"SG",2014,0,0,0,5469724,0,0,0,0
"SG",2015,0,0,0,5535002,0,0,0,0
"SG",2016,0,0,0,5607283,0,0,0,0
"SX",1990,0,0,0,NA,0,0,0,0
"SX",1991,0,0,0,NA,0,0,0,0
"SX",1992,0,0,0,NA,0,0,0,0
"SX",1993,0,0,0,NA,0,0,0,0
"SX",1994,0,0,0,NA,0,0,0,0
"SX",1995,0,0,0,NA,0,0,0,0
"SX",1996,0,0,0,NA,0,0,0,0
"SX",1997,0,0,0,NA,0,0,2,0
"SX",1998,0,0,0,31240,0,0,0,0
"SX",1999,0,0,0,31084,0,0,0,0
"SX",2000,0,0,0,30519,0,0,0,0
"SX",2001,0,0,0,30600,0,0,0,0
"SX",2002,0,0,0,30777,0,0,0,0
"SX",2003,0,0,0,31472,0,0,0,0
"SX",2004,0,0,0,32488,0,0,0,0
"SX",2005,0,0,0,33011,0,0,0,0
"SX",2006,0,0,0,33441,0,0,0,0
"SX",2007,0,0,0,33811,0,0,0,0
"SX",2008,0,0,0,33964,0,0,0,0
"SX",2009,0,0,0,34238,0,0,0,0
"SX",2010,0,0,0,34056,0,0,0,0
"SX",2011,0,0,0,33435,0,0,0,0
"SX",2012,0,0,0,34640,0,0,0,0
"SX",2013,0,0,0,36607,0,0,0,0
"SX",2014,0,0,0,37685,1,0,0,0
"SX",2015,0,0,0,38825,0,0,0,0
"SX",2016,0,0,0,39969,0,0,0,0
"SK",1990,0,0,0,5299187,0,0,0,0
"SK",1991,0,0,0,5303294,0,0,0,0
"SK",1992,0,0,0,5305016,0,0,0,0
"SK",1993,0,0,0,5325305,0,0,0,0
"SK",1994,0,0,0,5346331,0,0,0,0
"SK",1995,0,0,0,5361999,0,0,0,0
"SK",1996,0,0,0,5373361,0,0,0,0
"SK",1997,0,0,0,5383291,0,0,0,2
"SK",1998,0,0,0,5390516,0,0,0,0
"SK",1999,0,0,0,5396020,0,0,0,0
"SK",2000,0,0,0,5388720,0,0,0,0
"SK",2001,0,0,0,5378867,0,0,0,0
"SK",2002,0,0,0,5376912,0,0,0,0
"SK",2003,0,0,0,5373374,0,0,0,0
"SK",2004,0,0,0,5372280,0,0,0,0
"SK",2005,0,0,0,5372807,0,0,0,0
"SK",2006,0,0,0,5373054,0,0,0,0
"SK",2007,0,1,1,5374622,0,0,0,0
"SK",2008,0,0,0,5379233,0,0,0,0
"SK",2009,0,0,0,5386406,0,0,0,0
"SK",2010,0,0,0,5391428,0,1,0,0
"SK",2011,0,0,0,5398384,0,0,0,0
"SK",2012,0,0,0,5407579,1,0,0,0
"SK",2013,0,0,0,5413393,0,0,0,0
"SK",2014,0,0,0,5418649,0,0,0,0
"SK",2015,0,0,0,5423801,0,0,0,0
"SK",2016,0,0,0,5430798,0,0,0,0
"SI",1990,0,0,0,1998161,1,0,0,0
"SI",1991,0,0,0,1999429,1,0,0,0
"SI",1992,0,0,0,1996498,0,0,0,0
"SI",1993,0,0,0,1991746,0,0,0,0
"SI",1994,0,0,0,1989443,0,0,0,0
"SI",1995,0,0,0,1989872,0,0,0,0
"SI",1996,0,0,0,1988628,1,0,0,0
"SI",1997,0,0,0,1985956,0,0,0,0
"SI",1998,0,0,0,1981629,0,0,0,0
"SI",1999,0,0,0,1983045,0,1,0,0
"SI",2000,0,0,0,1988925,0,0,1,0
"SI",2001,0,0,0,1992060,0,0,0,0
"SI",2002,0,0,0,1994530,0,0,0,0
"SI",2003,0,0,0,1995733,0,0,0,0
"SI",2004,0,0,0,1997012,0,0,0,0
"SI",2005,0,0,0,2000474,0,0,0,0
"SI",2006,0,0,0,2006868,1,0,0,0
"SI",2007,0,0,0,2018122,0,0,0,0
"SI",2008,0,0,0,2021316,0,0,0,0
"SI",2009,0,0,0,2039669,0,0,0,0
"SI",2010,0,0,0,2048583,0,0,0,0
"SI",2011,0,0,0,2052843,0,0,0,0
"SI",2012,0,0,0,2057159,0,0,0,0
"SI",2013,0,0,0,2059953,0,0,0,0
"SI",2014,0,0,0,2061980,0,0,1,0
"SI",2015,0,0,0,2063531,0,0,0,0
"SI",2016,0,0,0,2065042,0,0,0,0
"SB",1990,0,0,0,311866,0,0,0,0
"SB",1991,0,0,0,320780,0,0,2,0
"SB",1992,0,0,0,329995,0,0,0,0
"SB",1993,0,0,0,339504,0,0,0,0
"SB",1994,0,0,0,349281,0,0,0,0
"SB",1995,0,0,0,359281,0,0,0,0
"SB",1996,0,0,0,369523,0,0,0,0
"SB",1997,0,0,0,379999,0,0,0,0
"SB",1998,0,0,0,390693,0,0,0,0
"SB",1999,0,0,0,401586,0,0,0,0
"SB",2000,0,0,0,412660,0,0,0,0
"SB",2001,0,0,0,423944,0,0,0,0
"SB",2002,0,0,0,435432,0,0,0,0
"SB",2003,0,0,0,447017,0,0,0,0
"SB",2004,0,0,0,458539,0,0,2,0
"SB",2005,0,0,0,469918,0,0,0,0
"SB",2006,0,0,0,481078,1,0,0,0
"SB",2007,0,0,0,492132,0,0,0,0
"SB",2008,0,0,0,503360,0,0,0,0
"SB",2009,0,0,0,515181,0,0,0,0
"SB",2010,0,0,0,527861,1,0,0,0
"SB",2011,0,0,0,541521,0,0,0,0
"SB",2012,0,0,0,556064,0,0,0,0
"SB",2013,0,0,0,571335,0,0,0,0
"SB",2014,0,0,0,587079,0,0,0,0
"SB",2015,0,0,0,603118,0,0,0,0
"SB",2016,0,0,0,619437,0,0,0,0
"SO",1990,0,0,0,7225092,1,0,0,0
"SO",1991,0,0,0,7274030,0,0,0,0
"SO",1992,0,0,0,7295384,0,0,0,0
"SO",1993,0,0,0,7315865,0,0,0,0
"SO",1994,0,0,0,7372598,0,1,0,0
"SO",1995,0,0,0,7491637,0,0,0,0
"SO",1996,0,0,0,7682686,0,0,0,0
"SO",1997,0,0,0,7936127,0,0,0,0
"SO",1998,0,0,0,8235064,0,0,0,0
"SO",1999,0,0,0,8553601,0,0,0,0
"SO",2000,0,0,0,8872254,0,0,0,0
"SO",2001,0,0,0,9186725,0,0,0,0
"SO",2002,0,0,0,9501342,0,0,0,0
"SO",2003,0,0,0,9815412,1,0,0,0
"SO",2004,0,0,0,10130243,0,0,0,0
"SO",2005,0,0,0,10446863,0,0,0,0
"SO",2006,0,0,0,10763905,0,0,1,0
"SO",2007,0,0,0,11080121,0,0,0,0
"SO",2008,0,0,0,11397188,0,0,0,0
"SO",2009,0,0,0,11717692,0,0,0,0
"SO",2010,0,0,0,12043883,0,0,0,0
"SO",2011,0,0,0,12376302,0,0,0,0
"SO",2012,0,1,1,12715510,0,0,0,0
"SO",2013,0,0,0,13063706,0,0,1,0
"SO",2014,0,0,0,13423576,0,0,0,0
"SO",2015,0,0,0,13797201,0,0,0,0
"SO",2016,0,0,0,14185613,0,0,0,0
"ZA",1990,0,0,0,36800509,0,0,0,0
"ZA",1991,0,0,0,37718950,0,0,0,0
"ZA",1992,0,0,0,38672607,0,0,0,0
"ZA",1993,0,0,0,39633750,0,0,0,0
"ZA",1994,0,1,1,40564059,0,0,0,0
"ZA",1995,0,0,0,41435758,0,0,0,0
"ZA",1996,0,0,0,42241011,0,0,1,0
"ZA",1997,0,0,0,42987461,0,0,0,0
"ZA",1998,0,0,0,43682260,0,0,0,0
"ZA",1999,0,0,0,44338543,0,0,0,0
"ZA",2000,0,1,1,44967708,0,0,0,0
"ZA",2001,0,0,0,45571274,0,0,0,0
"ZA",2002,0,1,1,46150913,1,0,0,0
"ZA",2003,0,0,0,46719196,0,0,0,0
"ZA",2004,0,0,0,47291610,0,0,0,0
"ZA",2005,0,0,0,47880601,0,1,0,0
"ZA",2006,0,0,0,48489459,0,0,0,0
"ZA",2007,1,0,1,49119759,0,0,0,0
"ZA",2008,0,0,0,49779471,0,1,0,0
"ZA",2009,0,0,0,50477011,0,0,0,0
"ZA",2010,0,0,0,51216964,0,0,0,2
"ZA",2011,0,0,0,52004172,0,0,0,0
"ZA",2012,0,0,0,52834005,0,0,0,0
"ZA",2013,0,0,0,53689236,0,0,0,0
"ZA",2014,0,0,0,54545991,0,0,4,0
"ZA",2015,0,0,0,55386367,0,0,0,0
"ZA",2016,0,0,0,56203654,0,0,0,0
"SS",1990,0,0,0,5492623,0,2,0,0
"SS",1991,0,0,0,5420171,0,0,0,0
"SS",1992,0,0,0,5305457,0,0,0,0
"SS",1993,0,0,0,5185699,0,0,0,0
"SS",1994,0,0,0,5111365,0,0,0,0
"SS",1995,0,0,0,5118083,0,0,0,0
"SS",1996,0,0,0,5221926,0,0,0,0
"SS",1997,0,0,0,5411655,0,0,0,0
"SS",1998,0,0,0,5661942,0,0,0,0
"SS",1999,0,0,0,5933882,0,0,0,0
"SS",2000,0,0,0,6199394,1,1,0,0
"SS",2001,0,0,0,6447793,0,0,0,0
"SS",2002,0,0,0,6688226,0,0,0,0
"SS",2003,0,0,0,6935676,0,0,0,0
"SS",2004,0,0,0,7213351,0,0,0,0
"SS",2005,0,0,0,7535932,0,0,0,0
"SS",2006,0,0,0,7907406,1,0,0,0
"SS",2007,0,0,0,8315139,0,0,0,0
"SS",2008,0,0,0,8736939,0,0,0,0
"SS",2009,0,0,0,9142259,0,0,0,0
"SS",2010,0,0,0,9508364,0,0,0,0
"SS",2011,0,0,0,9830698,0,0,0,0
"SS",2012,0,0,0,10113647,0,0,0,0
"SS",2013,0,0,0,10355036,0,0,0,0
"SS",2014,0,0,0,10554883,0,0,0,0
"SS",2015,0,0,0,10715658,0,0,0,0
"SS",2016,0,0,0,10832512,0,0,0,0
"ES",1990,0,0,0,38867322,0,0,0,0
"ES",1991,0,0,0,38966376,0,0,0,0
"ES",1992,0,0,0,39157685,0,0,0,0
"ES",1993,0,0,0,39361262,0,0,0,0
"ES",1994,0,0,0,39549108,0,0,0,0
"ES",1995,0,0,0,39724050,0,0,0,0
"ES",1996,0,0,0,39889852,0,0,0,0
"ES",1997,0,0,0,40057389,0,0,0,0
